date,reviews,voted_up
2021-09-17 14:17,"[h1]Yep, pretty good.[/h1]

Pretty solid MMO looter-shooter and hack'n slash hybrid. It has flaws ( overwhelming for newer players, story only really gets interesting after certain point which takes about 10/50 hours, pretty mediocre end game and is one of the most grindiest games i've ever played) but for it's price and content, it's worth it.

 I've come to appreciate a lot of what Warframe is over the years, there's no game out there that made me this hook into playing it, it's not one of the most original games out there and the devs ( even though they respond to the community quite well) do tend to meddle with the balancing of the game in a questionable way quite often, but there is always some new content being added that brings a whole new system into play, some of these new content doesn't stick the landing but some do and that's the ''magic'' ( more like, addictive nature) of Warframe, there is always something to do, and best of all, since this is a ''pay to skip'' game rather than a ''pay to win'' game, it's all free ( more like 95% free, the other 5% is some exclusive cosmetic items and slots for some stuff like weapons, companions, etc).

 My main recommendation if you ever gonna play this, is that Warframe, just like any MMO, is best played in bursts (that way you can always take a break when feeling burnt out and come back when a new update has been added) and with a group of friends ( any game is always better played with a group of friends but since Warframe is technically an MMO, it has elements to it's gameplay that are better when playing in a group). If you ever feel lost in this game, make sure to always use the official wiki page and there's plenty of youtube channels out there dedicated to this game. Hope i get to see you in some relay, good luck and have fun.",TRUE
2021-09-11 11:03,"played it for a few minutes,its bad",FALSE
2021-08-27 17:25,This game sucks.,TRUE
2021-08-26 9:01,"2016-2017:
Sci-fi co-op grindfest with pretty but very hidden lore, bunch of best monsters west games can suggest for free and ultimate possibility to level up yourself into fashion icon/victim. Warning: can ruin your time count.
Sweet times of second Dream afterwards.

Update 2018:
I'm still here and this game is still on fire. In good meaning.
Aaand remember:
We all lift together and will make a needed sacrifice, inevitably.

Update 2019:
(Made under impression of break from game for few months) This is game which can be harsh to you at first, but it will feel like home after a while. And you will not want to leave it forever, even if you start to have tired veteran syndrome, like I did. You may think you broke up this strange and attractive relationship, but eventually you go back, sit in your orbiter and think ""Hey, I am back and I am happy to it"".
It's still grindgest though, and all the lore is still carefully hidden in darkest corners of Origin system, but when you can kill things and uncover secrets with power, style, fashion and more than 30+ shiny warframes, it's a lot funnier.

Update December 2019: Honeymoon period vanished long ago, but I am still in love. Can't wait to go for more.

Update August 2021: 
Time flies, i am still here. Game continues to improve, continues to grow and strive. Now 40+ warframes strong, full of reworks old and new, it flourishes as varied (infested pun?) mass of universe-flavored mini-games in one big, weird and still fascinating third person shooter. You can be here for a lot of things, to be a lot of characters. But more often then not, you will find a reason to keep playing again and again.
_
And remember, Tenno, New War is coming.

P.S. Best community I ever met.",TRUE
2021-08-23 0:19,T,TRUE
2021-08-12 20:51,this game is like a 9 to 5 job,TRUE
2021-07-20 0:31,"Damage changes in 2020 made me leave the game, on top of that DE sold out to Tencent, deleted Region Chat, the game suffers from content islands, excessive grinding, weak rewards, abhorrent enemy HP and armor scaling.",FALSE
2021-07-15 22:16,"Really good game design, good community, pay for convenience, not win.  Easy to run on affordable hardware, and still look really good doing it. Oh, and tons of content.",TRUE
2021-07-11 9:25,"I've played this game for so long, the first thing i found it hard to belive is coming from the community, they're all great, funny, and patience, hardly to find toxic player, almost all of the player is mature and funny to chat with.
DE always listen to their community, it's a great game with a great community. The gameplay? Well no comment here, all good and fun. Warframe is a bit hard to play for newbie, because there's so many playstyle with different types of MODS to upgrade the weapon and the warframe, we need to find the synergize of every mod and the ability. Warframe has their own uniqueness, awesome story line and quest. Warframe is not a pay-to-win game, we spend our money not to be super crazy strong player, but it's only to making everything faster  (because Warframe is all about grinding)
Last but not the least, WARFRAME always evolve, with so many nerf and changes, makes warframe much more enjoyable, maybe it's a bit frustating at first, but it makes the player to go out exploring the new things, making us escape from our comfort zone.
Trust me, this game worth every second and every penny, by penny i mean the Prime Access (for fashion frame purpose and for high level player and as the last end game purpose)
I'm sorry if my english is a bit rubish, but i hope you guys understand what i'm trying to say.",TRUE
2021-07-11 4:22,i like it.  Will you like it?  I don't know.  Try it.  Then you'll find out.,TRUE
2021-07-03 22:35,no,TRUE
2021-07-03 17:42,Not easy to learn but so much fun,TRUE
2021-06-26 10:29,The game is fun to play in my free as a streamer.,TRUE
2021-06-16 18:29,"tons of fun with constant updates and new things to do 
",TRUE
2021-05-22 18:09,69 hours soon to be 96 hours. good game.,TRUE
2021-05-17 21:01,"Farming simulator and Cosmetic game, really enjoy it XD",TRUE
2021-05-10 2:07,"I have played this game for a while now, I stop for a while sometimes, but I keep coming back. This game is one of those kinds of games where you need to set a goal for yourself, or else you get bored and find it dumb. But, the flexibility that game offers in terms of fashion, weapon customization, and other things is superb. 'FashionFrame' Is a real endgame. Feel like being a stock market executive? Well buy and sell prime parts and build up lots of plat. If you enjoy technical skill based play and really understanding the inner mechanics of the game, there are raids for you to do. This game has a little bit of everything for everyone. You just gotta give it a shot.

EDIT: After years of playing, I have quit Warframe. I cannot understand the development decisions DE has been making, and do not support the direction the game is going. Is it a good free to play game? Totally. However, I can no longer recommend the game and how money hungry it is in order to progress now.",FALSE
2021-05-07 11:10,"Meh. Sh!t game. Grinding simulator in a nutshell. If u want a game where u can farm 24/7, get this. Otherwise, don't, better yet. JUST DON'T!
Everything started to fall apart ever since they change the farming ""prime."" DE lost their way. Everything I used to love about this game is long dead. Any chance they bring back the old Warframe, then I'm sure ppl will come back to this. ./. DE",FALSE
2021-04-29 17:30,look at my hours,TRUE
2021-04-24 15:00,Very good Game,TRUE
2021-04-16 10:58,"-------------------------------------------------------------------------------------------------------------------------------

        A Wise Man once said:
 
        ""WHY  ?  ARE   YOU  !  STILL !  BREAaTHING  ?  MY  !  AiRRRRRRRrrr ! ! !""


-------------------------------------------------------------------------------------------------------------------------------",TRUE
2021-04-13 10:02,"This game is not worth it. You can spend hours of grind and in the end achieve nothing because there is not real progression or rewards. I understand the devs do the best they can, but there was a time where they once listened to the players, which positively affected the game. I can't say this is true today, since it's been going downwards. The story in this game is dismissible, unlike games like Destiny, where it is totally story driven (not counting pvp). Oh yeah, and the ""PVP"" in this game is so unbalanced and horribly made it's become a meme that no one touches. There are two kinds of people in the warframe community; people who ""love"" the game and loyal to it no matter what and people who are trapped after going to deep into the game. Criticize all you want, but in the end, this game is an unmitigated disaster. If you choose you play this, just know, if you don't like the game, you ought to quit early or else you will be stuck and regret it all.",FALSE
2021-03-29 13:08,ok,TRUE
2021-03-26 2:02,"i originally wrote some dribble in here.
another thousand hours later, game is still good. just a shame covid is affecting update quality and progress.
still recommend if you've got the time to put in.",TRUE
2021-03-24 15:53,"An amazing game in general mainly because of the graphics and the gameplay although myself have stopped playing this game for certain reasons that I'm not gonna state. When I played this game I really loved how you can have multiple characters to play as.

Although the grinding in my opinion gets kinda boring oof

My favorite Warframes are Nidus and Chroma :)",TRUE
2021-03-19 16:39,"Grind. grind. grind. grind some more. oh a new piece. grind. grind. grind. its a vicious cycle.

Update - 4 years later and i'm still grinding my life away. no regrets",TRUE
2021-03-11 18:01,God tier game,TRUE
2021-03-10 15:01,Yeah its ok,TRUE
2021-03-04 10:02,the grind is totally worth it when u get those primes,TRUE
2021-02-23 13:07,"Warframe requires a lot of grinding and farming, I usualy hate those kinds of games but Warframe makes it really fun and I cannot stop playing, after 8 months I have 700 hours played


Took a break for a year and came back, They have been to work. So much new stuff and I am re-addicted to Warframe. Now with over 2000 hours played. I love this game an all time favorite game, let alone free to play game!",TRUE
2021-02-11 10:10,Sure.,TRUE
2021-02-04 17:52,"When you have to buy a new keyboard because you use the E key so much.
2 keyboards and one thousand hours later still recommend",TRUE
2021-02-04 1:24,bagami-as pula,TRUE
2021-01-27 21:34,No.,FALSE
2021-01-09 14:23,It's alright I guess,TRUE
2021-01-02 13:13,"If you like CBT and are generally a masochist, chances are you'd love this game.",TRUE
2020-12-30 5:03,"It's always fun to grind.


said no one ever..",FALSE
2020-11-28 19:50,"DE is a shell of it's former self. They release buggy, broken updates year after year, and outright ignore player feedback. Sometimes I feel like they don't add QoL updates to Warframe just to spite it's playerbase. Players will give reasonable and constructive feedback or a suggestion and they'll not just ignore it, but avoid that solution by any means possible. I just don't understand. It's like they think if they take player feedback, and make changes based off that, that it wont be their game anymore. DE used to let the game grow around the players, such as the melee sliding movement which turned into the parkour system we have today. Now, they're an overprotective parent, not allowing it to grow.

So, the game has hit this point where it's just you, and the wheel. They put up a new poster every once in awhile just for something nice to look at it. But you'll always be stuck in the same room, turning the wheel.",FALSE
2020-11-19 1:21,um,TRUE
2020-11-13 18:58,pretty fun just a steep learning curve,TRUE
2020-11-09 5:55,"Entire Review Redone(it was old and I think I should update it after 3 years)

So to start us off, I want to address my personal Elephant in the room.
The game runs fucking amazing for such a beautiful game on my shitty PC, if you check some of my other Reviews, you see a theme starting to run where newer games with high graphics are troublesome on my PC, this game only lags in heavy cutscenes on lowest graphics because there's physics simulations happening in the background seperate from the Cutscene(which is heavy on my PC)

Now, to get into the actual review with the + points

+:
My first compliment to the game is it's variety in, well, everything. From the movement system, to the Warframes you can collect, to the approach you can have for the game. Be it either Stealth, Loud and Proud or just casual, if you have the gear and time, you have the style.
Next up I gotta address the Graphics(again)
The Graphics are beautiful, yet not realistic. For example: Horizon Zero Dawn has a somewhat Realistic approach to most of it's Sci-Fi ideas and workings, while Warframe throws all of that out the window
The entire game is pure Fantasy-Sci-Fi elements, and it somehow manages to make it all seem like it makes sense.

My next big + is the story
There isn't really a very clear story if you don't look it up at the start, but once you get to a quest called: The Chains of Harrow, shit gets real. And good too

The last + I really want to point out here is that the game is constantly getting updated in numerous ways, be it Story/Quest updates, bug fixes, hell, even stuff like entirely new maps being added to existing Planets, it's awesome and feels like they can keep this game going for another few years to come


Now, to the - points

-:
My few - points have a similar theme, you'll see

Ever since a certain update(Plains of Eidolon) and another(Fortuna), the game seems to kinda have been dulled out, lemme explain.
Before those updates, every Story/Quest update took around 5 to 8 Months to make or Publish, while nowadays, new Quests and updates come out almost Monthly, and they almost never(to me) feel like they published the update to actually drive the Story forward, or just as just another excuse to make you get another Warframe

Another complaint lies with the current progression of the actual Story(Not just Warframe Quests with little itty bits of Story sprinkled in there)
I think that The Sacrifice was a GREAT Quest(not entirely completed, but I know the main theme already and where it's headed), and I would honestly recommend going into the main Story Quests blind if you can(The main Story Quests that I would recommend that with shall be at the END of the review), but they almost seemed to have stopped working on that next ""Chapter"" so to speak, as it's been almost 2 years since the last Story Quest for the Main Story came out.

All in all, I believe that the game went frmo a 9,5/10 for me, to a 8,5/10 for me.
The fact they almost stopped production on the main Story just leaves you hanging, which is a little sad


The Main Story Quests I would recommend you go into Blind!!!!!:
Stolen Dreams.
The New Strange.
Natah.
The Second Dream.
The War Within.
The Chains of Harrow
The Apostasy Prologue
The Sacrifice

These are all interesting Story Quests that really drive home the world this game is set in, and I could not imagine myself having spoiled these for myself as they are AMAZING Quests",TRUE
2020-11-08 19:31,ive played on xbox so it was a little jarring to switch from xbox to pc but the fun factor doesn't change in the slightest and i still love this game,TRUE
2020-11-07 18:36,It never gets old............right?,TRUE
2020-11-06 1:54,a good way to waste your life,TRUE
2020-10-11 13:25,Robot space ninjas!. Really engaging story and a lot to keep you busy.,TRUE
2020-09-12 15:11,"When your only tool is a hammer, all the problems start looking like nails.
:)",TRUE
2020-09-10 9:06,"There is always something to do in this game, and the cosmetics combinations are nearly infinite!  LONG LIVE F69!",TRUE
2020-09-09 12:46,"Heart of Deimos has really made me enjoy the game again. Thanks DE, don't nerf the Mausolon please-",TRUE
2020-09-07 17:16,"Utter mess of a game, managed by lazy and incompetent devs, littered with game breaking bugs that date all the way back from ""release""",FALSE
2020-09-07 9:50,i'll get back to this review when the developers wake up,FALSE
2020-09-05 8:25,mmmmm farming,TRUE
2020-09-01 6:10,so far its all that player needs in a good space comfy vication with lots of snack and plenty....allso,TRUE
2020-08-31 2:06,Want to waste your life? You can do that with this game.. for free.,TRUE
2020-08-30 14:28,game ok,TRUE
2020-08-25 11:17,"Help me. This isn't a joke. This isn't a meme. I have Stockholm Syndrome when it comes to Warframe. It's a vicious cycle. I quit the game because they either introduce some insane grind or I get bored. I wait a couple months, take a look and think 'Maybe I should try again.' I proceed to reinstall the game and play for about a month or two before dropping it again. I can't break this cycle and have been unable to no matter how much I try.",FALSE
2020-08-25 6:19,Its pretty cool id say.,TRUE
2020-08-15 10:17,Best truly F2P game out there! The fluidity and different styles for each weapon and frame really keeps this game fresh. Horde-shooter mechanics at its best.,TRUE
2020-08-12 20:23,:),TRUE
2020-08-08 1:06,"I'm only starting to get into this, but it is definitely fun to fly around and snipe things",TRUE
2020-07-18 20:45,"Edit- 7/18/2020: Politics has infected everything.  DE is in bed with Communist. Enjoy helping China intern their own minorities while placating those who would take away your ability to make the very game you have spent your lives creating.  

Warframe. There was a point in my time with World of Warcraft that I just became bored the fantasy asthetic. I yearned for  the sci-fi, for space. I took a chance and played Mass Effect, long after it had been out, and was gobsmacked. ""How could I have missed this game!!"", I thought.  It strached that itched. But it was not enough. I needed more. I looked and looked until I found Totalbiscuts lets play of Warframe. And that was it. I had found my game. 

For a free to play game, it has one of the most fair models there is. If you have the time, play. If you don't, pay. The point of game is to play. It is your choice to use faux-money to by the in-game currency. Orrrrrrrr, you can just play the game. 
And if you are of a mind to, try to have some fun while you do it.

Pros-
Support and engagement: It would be hard pressed to say that they people that develope Warframe, Digital Extreme, lack any passion for this game. They are almost fanatical about it. Which in and of itself is a pro and a con. You forget where you started, see only the bright future, and very rarely fill in the cracks that develop along the way. 

I may have put too much into the idea that a developer would truly heed the calls by the player base. In the end they have to keep the lights on. And while that must be put first, without an ear to the people that are paying to keep the lights on, a developer may find the dog didn't just bite, but took the whole forearm off at the elbow.  

Game play- a nice blend of beat'em up and shooter in 3rd person perspective. I like to see myself in relationship to world around me. 

Cons-

Loot system- I am a big advocate of diablo style loot systems. Warframe could hands down benefit from this style system with a revamped crafting system. 

Parthian sTHOughT-
The push for end game- lt was in this game that learned that end game is what people look for when they want a reason to stop playing a game. That is really what endgame is. It is our push to escape the gravity of something that we have invested such a large amount of time in that we want that period at the end of the sentance. The high note, the touchdown, grand slam, the buzzer beater.  

Well what if the game had no end? What if we just played? How about we have more game? 

More game, less endgame.",FALSE
2020-07-07 11:44,its fun,TRUE
2020-07-03 8:32,"Magic Space Ninja, what more do you need?
great gameplay, great world building
gorgeous game

it makes all other shooters feel like your feet are tied to bricks.",TRUE
2020-06-28 6:12,"Dont come back unless you are into shit tier rng gear and cosmetics,nothing of value left for now",FALSE
2020-06-25 15:47,"Nice Game
if you want to try it
go ahead try it
but don't blame me if you are going to waste atleast 1000 hours on it i(f not more)",TRUE
2020-05-28 17:27,It's not ok.,FALSE
2020-05-24 11:16,I've played this game for years and I still can't praise this game enough.,TRUE
2020-05-21 19:19,"It pains me a lot to downvote this game. However, the story is mediocre and the game itself, while fun, gets boring after a month or so. And I don't really care how many Warframe fanboys I piss off.

You are basically a god, and the enemies are the puny mortals that can't even aim half the time. Difficulty is infrequent. The AI can be braindead sometimes. The story is basically there to keep you entertained when you have nothing to do in the game, and the writing can be really cringy sometimes. 

After the first few months of playing, you start to realize how flat Warframe is. The characters are not compelling. Ordis is not funny. Lotus just basically lies to you for the whole game; it's really obvious sometimes, the devs weren't really trying with the plot twists, but she keeps lying for the sake of plot progression. 

And DE turned it into a microtransaction moshpit, too, even worse than Team Fortress 2. 

The bulk of the game is just grinding for a while in boring side missions. It was fun at first, but now it's too much.

The final verdict for Warframe is a 4/10. The only thing that keeps it from being any lower is that it's occasionally fun with friends. Warframe also has a lot of potential, but for now, it's just potential. If you do subject yourself to this game, don't expect any deep stories like you would in say Fallout: New Vegas. 

2grindy4me",FALSE
2020-05-16 18:48,Warfarm,TRUE
2020-05-13 13:48,wisp is thickest frame all hands down,TRUE
2020-05-09 17:13,It's meh or ok,TRUE
2020-04-29 14:34,"It's okay

New edit: Game is still pretty okay.

2020 edit: Game is pretty meh.",FALSE
2020-04-21 22:57,"EDIT: At the time of writing this new review, I have quit Warframe and am only receiving news from the Warframe Partners that either also quit the game or holding on till the very end. 

Tl;dr Don't play this game anymore not until they fix their bugs (which they probably won't)

The game's grind is all right back before Railjack update dropped, after that I just wasn't having it anymore. The Dry-dock itself was a grind to build that only the veterans or the players with enough resource to cash out can build, then comes out the 6 million credits* and new resources needed to craft the damned ship. After that they announced a new event, the so-called ""Scarlet Spear"" which was tied to a broken update riddled with bugs a new skill system that you can't access without building the goddamned ship, the only good thing they did was they refunded the astronomical cost for creating the ship so that players can easily join in the event. But unfortunately, it was too late. A lot of the games features is still not polished for god knows how long and now amidst the pandemic the devs are trying to patch the sinking ship of a game by going for a ""Railjack Revisited"". 

Yes, I understand that the devs are also humans and they make mistakes. Yes, I understand that the devs were forced to ship contents to satisfy the needs of the player-base. But you can always ask the players of what do they feel about the current state of the game, you can always explain to the players why the content need to be delayed rather than pretend to communicate to the player-base and do exactly nothing about it, then try and fix the game but do it in the worst possible time.

=======================================================================

To honest if there is a middle button if I recommend this game or not I would press that.

There are good and bad things about this game (seems like most of the games today). 

> The good in this game is that the Developers of the game are actively listening to the player base.
> They let the players decide the next fashion item to be released in-game (Tennogen items). 
> The game itself is a vast and beautiful masterpiece of stories connecting to one another.
> Loads of free stuffs (as long you have enough will and time to do stuffs)
> Free-2-Play :V

As for the bad well....

> Grind-fest (YOU NEED A LOT OF PATIENCE! LITERALLY!)
> Lots-a-bug (Well it is a big/F2P/WIP Game, that much is expected)
> The Burnout is Real (when you reach the part when you can't do anything because you finished every quest available and finished leveling nearly everything available for your arsenal)

Overall this is a great Free-2-Play Game that doesn't go with ""F2P but P2W (Pay 2 Win)"", thou it still needs refining :V But still I personally would recommend it to you guys out there but I hope you can deal with the burnout and the tiring Grind-fest.",FALSE
2020-04-17 15:20,just yes,TRUE
2020-04-09 6:21,Fun game to play with friends :3,TRUE
2020-03-25 6:15,"I hate this game. 

Always coming back.",FALSE
2020-03-24 21:32,I enjoy this game and DE keeps churning out content.,TRUE
2020-03-07 20:10,GUD AND FUN,TRUE
2020-02-25 4:44,Is good geme.,TRUE
2020-02-12 3:16,"Excellent game!  Dev's didn't respond directly to my login issues, though eventually did get game access (thank you whoever fixed previous bugs!).

Definitely buddy-ing up helps with learning curve and progression!",TRUE
2020-02-06 22:45,"I'm 8000 hours into the game. Although the starting experience was addictive and interesting, there is no end game or difficult challenges after all the grind is done.",FALSE
2020-01-01 15:47,"By far my favorite game. The first 50 or so hours will feel like a slog, and may not seem like the game is going anywhere. Just play through the different missions on all the planets; Look up online for the Warframe Wiki, and search how to get certain weapons and Frames. I promise, after you get to The Second Dream quest line, questions will be answered. The game will get fun. As you continue through the next quests of War Within and Sacrifice, you will gain an appreciation of what this game has to offer. 1500hrs in, and I still come back everyday to play a couple hours. It's addictive, interesting and most of all fun.",TRUE
2020-01-01 1:14,wonderful game with amazing graphics,TRUE
2019-12-30 10:02,RHINO STRONK,TRUE
2019-12-12 18:02,"muito bom, mais dps de um tempo fica sem nada pra fazzer",TRUE
2019-12-05 9:57,"Warframe? more like [b]Grindframe[/b]. Almost every single warframe, weapon, mod and some cosmetic item is possible to get even without spending a single penny! And all the components that are required to craft these items are farmable, even one of the in-game currency, [i]Platinum[/i], which is bought by real world money can be farmed!  What else can you ask for?! Oh, and you don't have to worry about the game being Pay-to-Win, it's more of a Pay-for-Convenience to lessen your grinding time. My life is in shambles because of how great this game is. 10/10",TRUE
2019-12-04 7:07,"Awesome game that I played loads of on my Xbox, starting again on PC and it's even more fun. A free to play game that is NOT pay-to-win as everything is achievable in game, great mobility and acrobatics, fantastic combat and that intangible something that keeps you saying ""Just one more mission"".",TRUE
2019-12-03 6:15,help,TRUE
2019-12-02 11:54,I put in a few more hours in this game and its still pretty good.,TRUE
2019-12-02 9:44,"After reaching MR23 i have known the real name ""Grindframe""..",TRUE
2019-11-29 11:46,"This Game so excited, make me wanna play more hours. Jump, dodge, slide, and feel like ninja.
many weapon that I can try.
makes me curious with the story quest.
and many more inside the game.
for anyone haven't play this, you should play it now to know what it is feel.

*edit:
With fortuna update, it's even more challenging with new open world. I'm so excited to play it. want more sureprize with this one, come play with me at fortuna :)

With new update coming, it will be large expansion and more adventure. Also don't forget, more grinding for resource :D",TRUE
2019-11-28 19:24,"Enjoying the game so far (more than 500+hrs played). The story and gameplay is good (even though there are some bugs), no p2w aspects unless you want to just speed up crafting something, and it doesn't have a very toxic community. The devs also listen to player feedback and try to fix any issues as quickly as possible.

One of the best F2P games on steam",TRUE
2019-11-28 9:32,40 million losers / 10,TRUE
2019-11-27 9:24,"It's fun

9/10",TRUE
2019-11-27 6:07,Still a great game!,TRUE
2019-11-27 0:38,Still ok.,TRUE
2019-11-26 12:43,Space Ninja Farmer 2077,TRUE
2019-11-26 12:06,"Welcome to Warframe! A game about space ninja child soldiers that are so OP the developers don't know how to balance the game anymore.

[h1] The Plot [/h1]
You play as a Warframe, a biomechanical organism that has tits but have as much purpose as a man's nipples. 

Join Space Mom, as she lies to you for no reason other than plot progression! 

Meet Ordis, the tactical support A.I in your dropship that won't stop saying the same lines of dialogue over and over! [strike] nooffbuttonincluded. [/strike] 

Join your friends in 4 player co-op as you question why quests are even in the game, or why they are even called quests to begin with when all they do is act as an introduction to a new mechanic or enemy type!

[h1] Gameplay [/h1]
Become the ultimate Power Ranger Ninja Turtle Guyver Gundam Beetle Borg by farming for Warframe parts...Aaaaand waiting a week for them to finish crafting! 

Join a Syndicate and get ass raped by enemies that don't like your life decisions, instantly killing you while you were on a spy mission! [strike] OHGODTHEALERMSWENTOFFFFFFUCK! [/strike] 

Spend hours, days, weeks, months, years grinding what's left of your childhood away until you have to get off your parent's dime and work for once in your life!

Finally find the PVP terminal only to see a pitiful excuse for balanced gameplay! Then play Space Ninja Rocket League instead.

Join a clan only to see it die the next day!

Go on Warframe forums and complain about how shitty the game really is! Then get molested by fanboys that love to suck the developer's dick to get brownie points!

[h1] Final Verdict [/h1]
In summary, it's a very medicore hack'n'slash third person shooter. The story is boring and stale. The community can be very retarded sometimes (as seen on Warframe's forums). The combat however is decent, and feels very impactful. I highly recommend this game if you have some friends and you are looking for a co-op game. 

If you work a lot and have very little time on hand for yourself, DO NOT install Warframe. Warframe is incredibly time consuming and if you have a job or a family you are devoted to, Warframe is simply not worth the investment.

I rate the game a 7/10, it's an okay game but DE has seriously screwed up the game's flow and are constantly adding uneccessary resources to the game *cough! Endo cough!*",TRUE
2019-11-26 11:38,"Its free to play, and a perfect example of pay to win as well as time is money, so if you dont want to pay, spend time and you still win.

Now almost reaching 1000 hours, and joining college, the game feels a bit more grindy since my gaming time is divided between destiny, siege and other games. But the updates are still enough to make it worth it.",TRUE
2019-11-22 2:17,"This game is really bad do not even bother, they made this game easy its for pussys now, Junctions what a joke DE Kys wastes of air im 6'4 fight me

Wow 2017 me was such an angry boy, now in 2018 i play warframe alot and boy is it still as grindy as before like what are they smoking at DE like come on boys took me 2hrs to find 20 Cetus Wisps what and utter piss take like why cant i buy with Rep what the shove down my throat every single time i play any mission. When you scans Kavats it should be 100% drop chance for DNA bc grinding derlic missions makes me actually want to end it all that tile set is so gross, DONT GET ME STARTED ON GHOULS THEY ARE SO WHACK.

All and all game is pretty aight beside the mindless grinding for hours on end.

See ya in 2019 boys for the next review.

2019 and did not play it once feelsbad man surely 2020 ill play again.",TRUE
2019-11-17 8:30,has great driving mechanics in it.,TRUE
2019-11-09 15:23,"If you can put in the time, this game is great then.",TRUE
2019-11-04 7:02,Good game if you don't mind the countless hours of grinding.,TRUE
2019-11-01 19:33,"Dope lore, excellent gameplay, don't let the grind put you off, the budget dial kicks off past the second dream",TRUE
2019-10-31 2:12,10/10.,TRUE
2019-10-19 21:05,sex robots to fap,TRUE
2019-09-25 11:01,Playing as a toxic girl giving everyone space AIDS is fun!,TRUE
2019-08-03 12:03,it's a cool game I guess haven't wasted a lot of hours in it,TRUE
2019-08-03 7:53,"While there is a lot of content to play through and it's one of the best f2p games to play right now, in newer patches the content has been getting more and more grindy for a while now.

much of that stays unchanged while new dailies and weeklies with daily caps are added... and these turn into long grinds of many months.",TRUE
2019-07-10 10:21,eh,TRUE
2019-07-07 13:22,"Zero end game. Fanboys and devs will argue but there is no end game period. Just think about it you have all these high powered weapons, mods, frames etc for what? 3 missions? Ohh yea lets just buy a riven for basically no reason but to flex it in region chat. I will no longer support this game devs got there heads stuck in there asses and are incapable of making any ""sustained"" or ""End game"" content. Also region chat is a fucking joke they will ban you for anything. It's 2019 speak your fucking mind. BE WARNED.",FALSE
